idref,province,lat,lon,locality,siteref,transect,m2,vert_invert,phylum,taxa,sp,sp_code,length,abundance
369,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,5,1
370,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Gastropoda,Fissurella virescens,FIS_VIR,5,15
371,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,5,1
372,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,10,1
373,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,10,2
374,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,5,1
375,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,10,1
376,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Gastropoda,Opeatostoma pseudodon,OPE_PSE,5,3
377,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,5,2
378,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,27
379,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,2
380,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,2
381,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,5,1
382,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Porifera,Demospongiae,Demospongiae sp,DEM_SP,10,1
383,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Mollusca,Gastropoda,Hexaplex princeps,HEX_PRI,15,2
384,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,15,3
385,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,10,2
386,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,5,3
387,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,15,12
388,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,20,2
389,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Hydrozoa,Macrorhynchia philippina,MAC_PHI,10,8
390,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Muricea fruticosa,MUR_FRU,15,4
391,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,20,3
392,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,5
393,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,67
394,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,13
395,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,10,10
396,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,30,2
397,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,35,3
398,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Balistidae,Sufflamen verres,SUF_VER,35,3
399,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Carangidae,Caranx caballus,CAR_CAB,25,8
400,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Carangidae,Caranx caballus,CAR_CAB,30,3
401,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,20,3
402,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,25,3
403,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Engraulidae,Anchoa eigenmannia,ANC_EIG,5,50
404,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Diodontidae,Diodon hystrix,DIO_HYS,35,1
405,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Haemulidae,Haemulon maculicauda,HAE_MAC,25,17
406,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Haemulidae,Haemulon maculicauda,HAE_MAC,30,11
407,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Haemulidae,Haemulon flaviguttatum,HAE_FLA,30,32
408,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Haemulidae,Haemulon flaviguttatum,HAE_FLA,25,21
409,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,29
410,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,18
411,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,35,1
412,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,30,2
413,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacanthidae,Holacanthus passer,HOL_PAS,25,2
414,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacanthidae,Holacanthus passer,HOL_PAS,30,2
415,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,35,6
416,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,11
417,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,6
418,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,31
419,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,25,20
420,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,10,11
421,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,5,3
422,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,25,4
423,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Scaridae,Scarus perrico,SCA_PER,30,2
424,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,20,3
425,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Serranidae,Epinephelus panamensis,EPI_PAN,25,2
426,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,30,4
427,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,35,4
428,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,25,3
429,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Tetraodontidae,Arothron hispidus,ARO_HIS,35,2
430,Puntarenas,9.781291,-84.892963,ISLA_TORTUGA,B,B9,100,Vertebrados,Chordata,Carangidae,Gnathanodon speciosus,GNA_SPE,35,2
431,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,30,5
432,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,115
433,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,5,4
434,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,10,1
435,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,15
436,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,20,20
437,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,6
438,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,8
439,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Labridae,Bodianus diplotaenia,BOD_DIP,5,1
440,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Vertebrados,Chordata,Serranidae,Serranus psittacinus,SER_PSI,10,34
441,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,4
442,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Cnidaria,Octocorallia,Muricea fruticosa,MUR_FRU,15,1
443,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,10,2
444,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,6
445,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Cnidaria,Octocorallia,Leptogorgia alba,LEP_ALB,15,1
446,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Echinodermata,Ophiuroidea,Ophiocoma aethiops,OPH_AET,10,7
447,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Cnidaria,Octocorallia,Pacifigorgia sp,PAC_SP,15,2
448,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Echinodermata,Asteroidea,Phataria unifascialis,PHA_UNI,10,1
449,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,2
450,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Cnidaria,Hexacorallia,Porites lobata,POR_LOB,15,1
451,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Mollusca,Polyplacophora,Chiton sp,CHI_SP,5,3
452,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,13
453,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Echinodermata,Dendrochirotida,Dendrochirotida sp,DEN_SP,5,21
454,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C11,100,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,34
455,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,100
456,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Mollusca,Gastropoda,Conus nux,CON_NUX,5,10
457,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Mollusca,Bivalvia,Pinctada mazatlanica,PIN_MAZ,10,40
458,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,30
459,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Mollusca,Gastropoda,Acanthais brevidentata,ACA_BRE,5,5
460,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Mollusca,Gastropoda,Fissurella virescens,FIS_VIR,5,8
461,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Mollusca,Gastropoda,Nerita funiculata,NER_FUN,5,20
462,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Mollusca,Gastropoda,Nerita scabricosta,NER_SCA,5,10
463,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,3
464,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,2
465,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,17
466,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Labridae,Halichoeres dispilus,HAL_DIS,5,4
467,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,15,1
468,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,35,1
469,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Tetraodontidae,Arothron meleagris,ARO_MEL,35,1
470,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Tetraodontidae,Arothron meleagris,ARO_MEL,10,1
471,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,15,3
472,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,25,3
473,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,10,1
474,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,5,6
475,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Stegastes acapulcoensis,STE_ACA,5,12
476,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Stegastes acapulcoensis,STE_ACA,10,8
477,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Stegastes acapulcoensis,STE_ACA,15,24
478,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,5,9
479,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,25
480,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Cirrhitidae,Cirrhitus rivulatus,CIR_RIV,25,1
481,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C12,100,Vertebrados,Chordata,Serranidae,Alphestes immaculatus,ALP_IMM,35,1
482,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,1
483,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,10,1
484,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Arthropoda,Decapoda,Enoplometopidae sp,ENO_SP,5,3
485,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,27
486,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,2
487,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Cnidaria,Hexacorallia,Pocillopora sp,POC_SP,5,1
488,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Chordata,Tunicata,Rhopalaea birkelandi,RHO_BIR,5,19
489,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Annelida,Polychaeta,Spirobranchus sp,SPI_SP,5,7
490,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,4
491,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Haemulidae,Haemulon maculicauda,HAE_MAC,20,5
492,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,15,5
493,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Microspathodon dorsalis,MIC_DOR,20,5
494,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,15,4
495,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,20,6
496,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,15,2
497,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,5,2
498,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,5,1
499,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,15,5
500,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,30,2
501,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Pomacentridae,Stegastes flavilatus,STE_FLA,20,5
502,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,25,2
503,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,30,3
504,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,35,4
505,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,10
506,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C13,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,5
507,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Arthropoda,Cirripedia,Balanus sp,BAL_SP,5,100
508,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Mollusca,Gastropoda,Conus purpurascens,CON_PUR,5,15
509,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,75
510,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Mollusca,Bivalvia,Crassostrea rhizophorae,CRA_RHI,5,3
511,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,5,1
512,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Echinodermata,Holothuroidea,Holothuria impatiens,HOL_IMP,5,1
513,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Mollusca,Bivalvia,Mytilidae sp,MYT_SP,5,2
514,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Mollusca,Bivalvia,Pinna rugosa,PIN_RUG,20,1
515,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Invertebrados,Mollusca,Gastropoda,Vasula melones,VAS_MEL,5,9
516,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Vertebrados,Chordata,Pomacentridae,Abudefduf troschelii,ABU_TRO,5,3
517,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,5,14
518,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Vertebrados,Chordata,Pomacentridae,Abudefduf concolor,ABU_CON,10,7
519,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,5,5
520,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,2
521,Puntarenas,9.81637,-84.87696,LANGOSTA,C,C14,100,Vertebrados,Chordata,Engraulidae,Anchoa eigenmannia,ANC_EIG,5,44
522,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Tetraodontidae,Arothron hispidus,ARO_HIS,40,2
523,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Balistidae,Balistes polylepis,BAL_POL,10,1
524,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Tetraodontidae,Canthigaster punctatissima,CAN_PUN,5,4
525,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Pomacentridae,Chromis atrilobata,CHR_ATR,10,140
526,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Diodontidae,Diodon holocanthus,DIO_HOL,15,5
527,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Diodontidae,Diodon holocanthus,DIO_HOL,20,2
528,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Muraenidae,Echidna nebulosa,ECH_NEB,50,1
529,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,10,4
530,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,15,3
531,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Serranidae,Epinephelus labriformis,EPI_LAB,20,1
532,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Fistulariidae,Fistularia commersonii,FIS_COM,40,1
533,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Fistulariidae,Fistularia commersonii,FIS_COM,70,1
534,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Chaetodontidae,Johnrandallia nigrirostris,JOH_NIG,15,6
535,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,10,9
536,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Blenniidae,Ophioblennius steindachneri,OPH_STE,15,2
537,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Serranidae,Rypticus bicolor,RYP_BIC,20,1
538,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Scaridae,Scarus ghobban,SCA_GHO,10,55
539,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Scaridae,Scarus ghobban,SCA_GHO,15,44
540,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,10,124
541,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Vertebrados,Chordata,Labridae,Thalassoma lucasanum,THA_LUC,15,15
542,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Invertebrados,Cnidaria,Actiniaria,Anthopleura sp,ANT_SP,5,500
543,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Invertebrados,Echinodermata,Echinoidea,Diadema mexicanum,DIA_MEX,10,77
544,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Invertebrados,Echinodermata,Holothuroidea,Euapta godeffroyi,EUA_GOD,20,3
545,Guanacaste,10.935017,-85.794883,CUAJINIQUIL,D,D15,100,Invertebrados,Echinodermata,Echinoidea,Eucidaris thouarsii,EUC_THO,5,13
